name,salary,year,team
Damian Lillard,"$26,153,057",2018,POR
C.J. McCollum,"$23,962,573",2018,POR
Evan Turner,"$17,131,148",2018,POR
Maurice Harkless,"$10,162,922",2018,POR
Meyers Leonard,"$9,904,495",2018,POR
Al-Farouq Aminu,"$7,319,035",2018,POR
Ed Davis,"$6,352,531",2018,POR
Noah Vonleh,"$3,505,233",2018,POR
Zach Collins,"$3,057,240",2018,POR
Jusuf Nurkic,"$2,947,305",2018,POR
Andrew Nicholson,"$2,844,429",2018,POR
Shabazz Napier,"$2,361,360",2018,POR
Anderson Varejao,"$1,913,345",2018,POR
Pat Connaughton,"$1,471,382",2018,POR
Caleb Swanigan,"$1,465,920",2018,POR
Jake Layman,"$1,312,611",2018,POR
Festus Ezeli,"$333,334",2018,POR
