name,salary,year,team
Michael Beasley,"$6,262,347",2012,MIN
Martell Webster,"$5,256,000",2012,MIN
Darko Milicic,"$4,776,500",2012,MIN
Brad Miller,"$4,752,000",2012,MIN
Kevin Love,"$4,609,701",2012,MIN
Derrick Williams,"$4,602,720",2012,MIN
Nikola Pekovic,"$4,503,600",2012,MIN
Jose Barea,"$4,300,000",2012,MIN
Wesley Johnson,"$4,006,080",2012,MIN
Luke Ridnour,"$3,680,000",2012,MIN
Ricky Rubio,"$3,480,120",2012,MIN
Anthony Randolph,"$2,911,231",2012,MIN
Anthony Tolliver,"$2,050,000",2012,MIN
Wayne Ellington,"$1,154,040",2012,MIN
Malcolm Lee,"$500,000",2012,MIN
