name,salary,year,team
Kobe Bryant,"$21,262,500",2009,LAL
Pau Gasol,"$15,106,000",2009,LAL
Lamar Odom,"$14,148,596",2009,LAL
Derek Fisher,"$4,700,000",2009,LAL
Sasha Vujacic,"$4,524,887",2009,LAL
Luke Walton,"$4,420,000",2009,LAL
Adam Morrison,"$4,159,200",2009,LAL
Trevor Ariza,"$3,100,000",2009,LAL
Andrew Bynum,"$2,769,300",2009,LAL
Jordan Farmar,"$1,080,000",2009,LAL
Didier Ilunga-Mbenga,"$880,658",2009,LAL
Josh Powell,"$854,957",2009,LAL
Shannon Brown,"$797,581",2009,LAL
Sun Yue,"$442,114",2009,LAL
