name,salary,year,team
David Lee,"$15,012,000",2015,GSW
Andrew Bogut,"$12,972,973",2015,GSW
Andre Iguodala,"$12,289,544",2015,GSW
Stephen Curry,"$10,629,213",2015,GSW
Shaun Livingston,"$5,305,000",2015,GSW
Marreese Speights,"$3,657,500",2015,GSW
Klay Thompson,"$3,075,880",2015,GSW
Harrison Barnes,"$3,049,920",2015,GSW
Leandro Barbosa,"$1,448,490",2015,GSW
Brandon Rush,"$1,145,685",2015,GSW
Festus Ezeli,"$1,112,880",2015,GSW
Nemanja Nedovic,"$1,104,240",2015,GSW
Draymond Green,"$915,243",2015,GSW
Justin Holiday,"$816,482",2015,GSW
Ognjen Kuzmic,"$816,482",2015,GSW
James Michael McAdoo,"$167,122",2015,GSW
Aaron Craft,"$35,000",2015,GSW
Mitchell Watt,"$35,000",2015,GSW
Sean Kilpatrick,"$35,000",2015,GSW
