name,salary,year,team
Chris Webber,"$19,125,000",2006,PHI
Allen Iverson,"$16,453,125",2006,PHI
Jamal Mashburn,"$10,075,000",2006,PHI
Samuel Dalembert,"$8,470,000",2006,PHI
Todd MacCulloch,"$6,353,200",2006,PHI
Aaron McKie,"$6,000,000",2006,PHI
Kyle Korver,"$3,630,363",2006,PHI
Kevin Ollie,"$2,950,200",2006,PHI
Steven Hunter,"$2,800,000",2006,PHI
Andre Iguodala,"$2,058,000",2006,PHI
Greg Buckner,"$1,925,926",2006,PHI
John Salmons,"$1,669,001",2006,PHI
Lee Nailon,"$835,810",2006,PHI
Michael Bradley,"$819,550",2006,PHI
Matt Barnes,"$552,269",2006,PHI
Louis Williams,"$450,000",2006,PHI
Shavlik Randolph,"$398,762",2006,PHI
James Thomas,"$148,698",2006,PHI
Deng Gai,"$92,396",2006,PHI
