name,salary,year,team
Monta Ellis,"$11,000,000",2013,MIL
Ersan Ilyasova,"$7,900,000",2013,MIL
Samuel Dalembert,"$6,698,565",2013,MIL
Drew Gooden,"$6,687,400",2013,MIL
J.J. Redick,"$6,190,000",2013,MIL
Luc Mbah a Moute,"$4,795,192",2013,MIL
Mike Dunleavy,"$3,750,000",2013,MIL
Ekpe Udoh,"$3,524,880",2013,MIL
Brandon Jennings,"$3,179,493",2013,MIL
Larry Sanders,"$1,991,760",2013,MIL
John Henson,"$1,823,280",2013,MIL
Gustavo Ayon,"$1,500,000",2013,MIL
Joel Przybilla,"$1,352,181",2013,MIL
Marquis Daniels,"$1,229,255",2013,MIL
Ishmael Smith,"$854,389",2013,MIL
