name,salary,year,team
Amar'e Stoudemire,"$23,410,988",2015,NYK
Carmelo Anthony,"$22,458,000",2015,NYK
Andrea Bargnani,"$11,500,000",2015,NYK
Jose Calderon,"$7,097,191",2015,NYK
Samuel Dalembert,"$3,867,282",2015,NYK
Alexey Shved,"$3,282,056",2015,NYK
Jason Smith,"$3,278,000",2015,NYK
Shane Larkin,"$1,606,080",2015,NYK
Tim Hardaway,"$1,250,640",2015,NYK
Arnett Moultrie,"$1,136,160",2015,NYK
Cole Aldrich,"$981,084",2015,NYK
Quincy Acy,"$915,243",2015,NYK
Cleanthony Early,"$507,336",2015,NYK
Travis Wear,"$507,336",2015,NYK
Louis Amundson,"$409,167",2015,NYK
Lance Thomas,"$403,784",2015,NYK
Langston Galloway,"$235,762",2015,NYK
Ricky Ledo,"$96,056",2015,NYK
Alex Kirk,"$65,000",2015,NYK
Orlando Sanchez,"$15,000",2015,NYK
