name,salary,year,team
Tim Duncan,"$12,072,500",2003,SAS
David Robinson,"$10,500,000",2003,SAS
Steve Smith,"$9,900,000",2003,SAS
Danny Ferry,"$4,546,000",2003,SAS
Malik Rose,"$4,370,000",2003,SAS
Bruce Bowen,"$3,550,000",2003,SAS
Steve Kerr,"$2,625,000",2003,SAS
Manu Ginobili,"$1,325,000",2003,SAS
Speedy Claxton,"$1,076,400",2003,SAS
Kevin Willis,"$1,030,000",2003,SAS
Tony Parker,"$800,400",2003,SAS
Stephen Jackson,"$699,935",2003,SAS
Mengke Bateer,"$512,453",2003,SAS
Anthony Goldwire,"$139,925",2003,SAS
Devin Brown,"$34,946",2003,SAS
