name,salary,year,team
Gerald Wallace,"$5,000,000",2006,CHO
Brevin Knight,"$4,600,000",2006,CHO
Emeka Okafor,"$4,020,120",2006,CHO
Kareem Rush,"$3,000,000",2006,CHO
Raymond Felton,"$2,847,360",2006,CHO
Primoz Brezec,"$2,750,000",2006,CHO
Melvin Ely,"$2,401,027",2006,CHO
Jake Voskuhl,"$1,937,500",2006,CHO
Jumaine Jones,"$1,875,000",2006,CHO
Sean May,"$1,619,280",2006,CHO
Matt Carroll,"$1,100,000",2006,CHO
Keith Bogans,"$869,373",2006,CHO
Bernard Robinson,"$641,748",2006,CHO
Alan Anderson,"$398,762",2006,CHO
Kevin Burleson,"$398,762",2006,CHO
