name,salary,year,team
Alonzo Mourning,"$16,880,000",2001,MIA
Tim Hardaway,"$12,000,000",2001,MIA
Eddie Jones,"$8,960,000",2001,MIA
Brian Grant,"$8,900,000",2001,MIA
Anthony Mason,"$5,550,000",2001,MIA
Dan Majerle,"$4,050,000",2001,MIA
Duane Causwell,"$4,000,000",2001,MIA
Cedric Ceballos,"$3,937,500",2001,MIA
Dale Ellis,"$2,290,000",2001,MIA
A.C. Green,"$2,250,000",2001,MIA
Anthony Carter,"$1,200,000",2001,MIA
Ricky Davis,"$939,360",2001,MIA
Don MacLean,"$798,500",2001,MIA
Bruce Bowen,"$733,000",2001,MIA
Todd Fuller,"$611,000",2001,MIA
Eddie House,"$316,969",2001,MIA
Jamal Robinson,"$40,000",2001,MIA
Rick Brunson,"$16,000",2001,MIA
