name,salary,year,team
Jalen Rose,"$13,279,750",2004,TOR
Vince Carter,"$11,326,219",2004,TOR
Hakeem Olajuwon,"$6,326,923",2004,TOR
Alvin Williams,"$5,500,000",2004,TOR
Donyell Marshall,"$4,605,196",2004,TOR
Lamond Murray,"$4,500,000",2004,TOR
Eric Montross,"$2,960,000",2004,TOR
Chris Bosh,"$2,911,320",2004,TOR
Michael Curry,"$2,800,000",2004,TOR
Nate Huffman,"$1,760,000",2004,TOR
Morris Peterson,"$1,646,079",2004,TOR
Jerome Moiso,"$1,600,000",2004,TOR
Michael Bradley,"$1,292,040",2004,TOR
Milt Palacio,"$688,679",2004,TOR
Mengke Bateer,"$636,679",2004,TOR
Lonny Baxter,"$636,679",2004,TOR
Roger Mason,"$563,679",2004,TOR
