name,salary,year,team
Luke Ridnour,"$6,500,000",2008,OKC
Chris Wilcox,"$6,500,000",2008,OKC
Donyell Marshall,"$6,016,965",2008,OKC
Earl Watson,"$5,800,000",2008,OKC
Nick Collison,"$5,750,000",2008,OKC
Brent Barry,"$5,544,370",2008,OKC
Kevin Durant,"$4,171,200",2008,OKC
Ira Newble,"$3,441,900",2008,OKC
Jeff Green,"$3,058,200",2008,OKC
Francisco Elson,"$3,000,000",2008,OKC
Damien Wilkins,"$2,900,000",2008,OKC
Robert Swift,"$2,601,113",2008,OKC
Mouhamed Sene,"$2,105,520",2008,OKC
Adrian Griffin,"$1,593,000",2008,OKC
Johan Petro,"$1,077,120",2008,OKC
Mickael Gelabale,"$802,000",2008,OKC
