name,salary,year,team
Kobe Bryant,"$17,718,750",2007,LAL
Brian Grant,"$14,848,080",2007,LAL
Lamar Odom,"$12,348,596",2007,LAL
Kwame Brown,"$8,287,500",2007,LAL
Vladimir Radmanovic,"$5,215,000",2007,LAL
Chris Mihm,"$4,214,241",2007,LAL
Aaron McKie,"$2,500,000",2007,LAL
Andrew Bynum,"$2,030,280",2007,LAL
Brian Cook,"$1,817,141",2007,LAL
Shammond Williams,"$1,750,000",2007,LAL
Maurice Evans,"$1,620,000",2007,LAL
Luke Walton,"$1,375,000",2007,LAL
Sasha Vujacic,"$973,920",2007,LAL
Jordan Farmar,"$939,120",2007,LAL
Smush Parker,"$798,112",2007,LAL
Ronny Turiaf,"$664,209",2007,LAL
