name,salary,year,team
Carmelo Anthony,"$18,518,574",2012,NYK
Amar'e Stoudemire,"$18,217,705",2012,NYK
Tyson Chandler,"$13,107,837",2012,NYK
Chauncey Billups,"$12,199,968",2012,NYK
J.R. Smith,"$2,382,353",2012,NYK
Renaldo Balkman,"$1,675,000",2012,NYK
Iman Shumpert,"$1,563,120",2012,NYK
Baron Davis,"$1,352,181",2012,NYK
Mike Bibby,"$1,352,181",2012,NYK
Jared Jeffries,"$1,229,255",2012,NYK
Toney Douglas,"$1,145,640",2012,NYK
Steve Novak,"$992,680",2012,NYK
Landry Fields,"$762,195",2012,NYK
Jeremy Lin,"$762,195",2012,NYK
Josh Harrellson,"$473,604",2012,NYK
Jerome Jordan,"$473,604",2012,NYK
