name,salary,year,team
Carlos Boozer,"$11,593,816",2006,UTA
Andrei Kirilenko,"$10,983,000",2006,UTA
Mehmet Okur,"$8,250,000",2006,UTA
Matt Harpring,"$5,020,000",2006,UTA
Greg Ostertag,"$4,400,000",2006,UTA
Gordan Giricek,"$4,000,000",2006,UTA
Deron Williams,"$3,487,400",2006,UTA
Devin Brown,"$2,500,000",2006,UTA
Jarron Collins,"$1,700,000",2006,UTA
Kris Humphries,"$1,592,400",2006,UTA
Milt Palacio,"$1,400,000",2006,UTA
Keith McLeod,"$1,250,000",2006,UTA
C.J. Miles,"$398,762",2006,UTA
Andre Owens,"$398,762",2006,UTA
Robert Whaley,"$398,762",2006,UTA
