name,salary,year,team
Eddie Jones,"$12,333,750",2004,MIA
Brian Grant,"$12,130,648",2004,MIA
Lamar Odom,"$9,963,596",2004,MIA
Dwyane Wade,"$2,636,400",2004,MIA
Caron Butler,"$1,804,680",2004,MIA
Samaki Walker,"$1,700,000",2004,MIA
Malik Allen,"$1,510,000",2004,MIA
Bimbo Coles,"$1,070,000",2004,MIA
John Wallace,"$813,679",2004,MIA
Rafer Alston,"$688,679",2004,MIA
Loren Woods,"$638,679",2004,MIA
Rasual Butler,"$563,679",2004,MIA
Wang Zhizhi,"$530,943",2004,MIA
Jerome Beasley,"$366,931",2004,MIA
Udonis Haslem,"$366,931",2004,MIA
Tyrone Hill,"$221,829",2004,MIA
Kirk Penney,"$8,950",2004,MIA
