name,salary,year,team
Richard Hamilton,"$12,500,000",2012,DET
Ben Gordon,"$11,600,000",2012,DET
Rodney Stuckey,"$8,500,000",2012,DET
Charlie Villanueva,"$7,540,000",2012,DET
Tayshaun Prince,"$6,292,135",2012,DET
Jason Maxiell,"$5,000,000",2012,DET
Jonas Jerebko,"$4,500,000",2012,DET
Will Bynum,"$3,250,000",2012,DET
Greg Monroe,"$3,007,920",2012,DET
Brandon Knight,"$2,563,320",2012,DET
Ben Wallace,"$2,246,400",2012,DET
Austin Daye,"$1,929,600",2012,DET
Damien Wilkins,"$1,146,337",2012,DET
Vernon Macklin,"$473,604",2012,DET
Walker Russell,"$374,289",2012,DET
