name,salary,year,team
Kobe Bryant,"$19,490,625",2008,LAL
Pau Gasol,"$13,735,000",2008,LAL
Lamar Odom,"$13,248,596",2008,LAL
Vladimir Radmanovic,"$5,632,200",2008,LAL
Derek Fisher,"$4,350,000",2008,LAL
Luke Walton,"$4,000,000",2008,LAL
Trevor Ariza,"$3,100,000",2008,LAL
Chris Mihm,"$2,500,000",2008,LAL
Andrew Bynum,"$2,172,000",2008,LAL
Sasha Vujacic,"$1,756,951",2008,LAL
Jordan Farmar,"$1,009,560",2008,LAL
Ronny Turiaf,"$770,610",2008,LAL
Didier Ilunga-Mbenga,"$434,091",2008,LAL
Coby Karl,"$427,163",2008,LAL
