name,salary,year,team
Nicolas Batum,"$20,869,566",2017,CHO
Michael Kidd-Gilchrist,"$13,000,000",2017,CHO
Marvin Williams,"$12,250,000",2017,CHO
Kemba Walker,"$12,000,000",2017,CHO
Jeremy Lamb,"$6,511,628",2017,CHO
Marco Belinelli,"$6,333,333",2017,CHO
Ramon Sessions,"$6,000,000",2017,CHO
Cody Zeller,"$5,318,313",2017,CHO
Frank Kaminsky,"$2,730,000",2017,CHO
Chris Andersen,"$1,551,659",2017,CHO
Brian Roberts,"$1,050,961",2017,CHO
Christian Wood,"$874,636",2017,CHO
Treveon Graham,"$543,471",2017,CHO
Aaron Harrison,"$375,579",2017,CHO
Johnny O'Bryant,"$276,827",2017,CHO
Briante Weber,"$231,521",2017,CHO
Mike Tobey,"$138,938",2017,CHO
Ray McCallum,"$119,494",2017,CHO
