name,salary,year,team
Kobe Bryant,"$24,806,250",2011,LAL
Pau Gasol,"$17,823,000",2011,LAL
Andrew Bynum,"$13,700,000",2011,LAL
Lamar Odom,"$8,200,000",2011,LAL
Metta World Peace,"$6,322,320",2011,LAL
Luke Walton,"$5,260,000",2011,LAL
Steve Blake,"$4,000,000",2011,LAL
Derek Fisher,"$3,700,000",2011,LAL
Shannon Brown,"$2,200,000",2011,LAL
Matt Barnes,"$1,765,000",2011,LAL
Theo Ratliff,"$1,352,181",2011,LAL
Joe Smith,"$1,352,181",2011,LAL
Derrick Caracter,"$473,604",2011,LAL
Devin Ebanks,"$473,604",2011,LAL
