name,salary,year,team
Eric Bledsoe,"$14,500,000",2018,PHO
Brandon Knight,"$13,618,750",2018,PHO
Tyson Chandler,"$13,000,000",2018,PHO
Jared Dudley,"$10,000,000",2018,PHO
Alan Williams,"$6,000,000",2018,PHO
Josh Jackson,"$5,090,040",2018,PHO
Dragan Bender,"$4,468,800",2018,PHO
Alex Len,"$4,187,599",2018,PHO
Troy Daniels,"$3,408,520",2018,PHO
T.J. Warren,"$3,152,931",2018,PHO
Marquese Chriss,"$3,073,800",2018,PHO
Devin Booker,"$2,319,360",2018,PHO
Tyler Ulis,"$1,312,611",2018,PHO
Derrick Jones,"$1,312,611",2018,PHO
Davon Reed,"$815,615",2018,PHO
Leandro Barbosa,"$500,000",2018,PHO
