name,salary,year,team
Shaquille O'Neal,"$27,696,430",2005,MIA
Eddie Jones,"$13,455,000",2005,MIA
Dwyane Wade,"$2,834,160",2005,MIA
Damon Jones,"$2,503,000",2005,MIA
Michael Doleac,"$2,400,000",2005,MIA
Malik Allen,"$1,950,625",2005,MIA
Wesley Person,"$1,600,000",2005,MIA
Rasual Butler,"$1,200,000",2005,MIA
Dorell Wright,"$1,152,240",2005,MIA
Christian Laettner,"$1,100,000",2005,MIA
Shandon Anderson,"$873,699",2005,MIA
Keyon Dooling,"$745,046",2005,MIA
Wang Zhizhi,"$745,046",2005,MIA
Jerome Beasley,"$620,046",2005,MIA
Udonis Haslem,"$620,046",2005,MIA
Matt Freije,"$28,191",2005,MIA
