name,salary,year,team
Antoine Walker,"$13,500,000",2004,DAL
Michael Finley,"$13,281,250",2004,DAL
Antawn Jamison,"$11,326,219",2004,DAL
Dirk Nowitzki,"$11,326,219",2004,DAL
Tariq Abdul-Wahad,"$6,187,500",2004,DAL
Steve Nash,"$5,750,000",2004,DAL
Danny Fortson,"$5,428,602",2004,DAL
Shawn Bradley,"$3,500,000",2004,DAL
Eduardo Najera,"$3,428,572",2004,DAL
Tony Delk,"$2,925,000",2004,DAL
Travis Best,"$938,679",2004,DAL
Josh Howard,"$773,400",2004,DAL
Muggsy Bogues,"$437,420",2004,DAL
Marquis Daniels,"$366,931",2004,DAL
Jon Stefansson,"$366,931",2004,DAL
