name,salary,year,team
Paul Pierce,"$13,843,156",2006,BOS
Raef LaFrentz,"$10,623,288",2006,BOS
Ricky Davis,"$5,909,800",2006,BOS
Mark Blount,"$5,515,875",2006,BOS
Vin Baker,"$5,333,333",2006,BOS
Brian Scalabrine,"$2,586,207",2006,BOS
Dan Dickau,"$2,250,000",2006,BOS
Curtis Borchardt,"$1,969,993",2006,BOS
Marcus Banks,"$1,724,280",2006,BOS
Al Jefferson,"$1,512,840",2006,BOS
Gerald Green,"$1,253,040",2006,BOS
Delonte West,"$1,010,040",2006,BOS
Tony Allen,"$969,696",2006,BOS
Kendrick Perkins,"$936,480",2006,BOS
Justin Reed,"$641,748",2006,BOS
Ryan Gomes,"$428,762",2006,BOS
Orien Greene,"$398,762",2006,BOS
