name,salary,year,team
Tracy McGrady,"$14,487,000",2005,HOU
Maurice Taylor,"$8,450,000",2005,HOU
Clarence Weatherspoon,"$5,899,400",2005,HOU
Juwan Howard,"$5,408,700",2005,HOU
Dikembe Mutombo,"$4,496,434",2005,HOU
Yao Ming,"$4,436,880",2005,HOU
Matt Maloney,"$3,237,500",2005,HOU
Bob Sura,"$3,200,000",2005,HOU
Jim Jackson,"$2,420,000",2005,HOU
Charlie Ward,"$1,700,000",2005,HOU
Tyronn Lue,"$1,600,000",2005,HOU
Bostjan Nachbar,"$1,493,880",2005,HOU
Reece Gaines,"$1,454,640",2005,HOU
Scott Padgett,"$807,546",2005,HOU
Ryan Bowen,"$807,046",2005,HOU
Andre Barrett,"$385,277",2005,HOU
