name,salary,year,team
Charles Oakley,"$5,760,000",2001,TOR
Antonio Davis,"$5,500,000",2001,TOR
Corliss Williamson,"$3,940,000",2001,TOR
Mark Jackson,"$3,570,000",2001,TOR
Michael Stewart,"$3,520,000",2001,TOR
Kevin Willis,"$2,870,000",2001,TOR
Vince Carter,"$2,425,440",2001,TOR
Alvin Williams,"$2,100,000",2001,TOR
Dell Curry,"$2,000,000",2001,TOR
Muggsy Bogues,"$1,740,000",2001,TOR
Aleksandar Radojevic,"$1,425,120",2001,TOR
Tyrone Corbin,"$1,000,000",2001,TOR
Morris Peterson,"$898,560",2001,TOR
Vladimir Stepania,"$749,160",2001,TOR
Kornel David,"$498,500",2001,TOR
Garth Joseph,"$316,969",2001,TOR
