name,salary,year,team
Shareef Abdur-Rahim,"$13,500,000",2004,ATL
Terrell Brandon,"$11,100,000",2004,ATL
Theo Ratliff,"$10,156,250",2004,ATL
Jason Terry,"$8,333,333",2004,ATL
Alan Henderson,"$7,682,188",2004,ATL
Nazr Mohammed,"$5,000,000",2004,ATL
Chris Crawford,"$3,000,000",2004,ATL
Boris Diaw,"$1,021,080",2004,ATL
Dion Glover,"$1,000,000",2004,ATL
Stephen Jackson,"$1,000,000",2004,ATL
Dan Dickau,"$835,200",2004,ATL
Jacque Vaughn,"$813,679",2004,ATL
Obinna Ekezie,"$688,679",2004,ATL
Travis Hansen,"$366,931",2004,ATL
