name,salary,year,team
Brandon Roy,"$16,359,805",2013,POR
LaMarcus Aldridge,"$13,500,000",2013,POR
Nicolas Batum,"$10,850,000",2013,POR
Wesley Matthews,"$6,505,320",2013,POR
J.J. Hickson,"$4,000,000",2013,POR
Damian Lillard,"$3,065,040",2013,POR
Joel Freeland,"$3,013,512",2013,POR
Shawne Williams,"$2,600,000",2013,POR
Eric Maynor,"$2,338,721",2013,POR
Meyers Leonard,"$2,126,520",2013,POR
Luke Babbitt,"$1,892,280",2013,POR
Jared Jeffries,"$1,475,106",2013,POR
Elliot Williams,"$1,442,880",2013,POR
Nolan Smith,"$1,404,960",2013,POR
Victor Claver,"$1,300,000",2013,POR
Sasha Pavlovic,"$1,232,713",2013,POR
Will Barton,"$550,000",2013,POR
