name,salary,year,team
Yao Ming,"$17,686,100",2011,HOU
Kevin Martin,"$11,100,005",2011,HOU
Luis Scola,"$7,775,378",2011,HOU
Jared Jeffries,"$6,883,800",2011,HOU
Kyle Lowry,"$5,750,000",2011,HOU
Hasheem Thabeet,"$4,793,280",2011,HOU
Brad Miller,"$4,400,000",2011,HOU
Jordan Hill,"$2,669,520",2011,HOU
Terrence Williams,"$2,214,480",2011,HOU
Chuck Hayes,"$1,972,500",2011,HOU
Goran Dragic,"$1,972,000",2011,HOU
Patrick Patterson,"$1,823,280",2011,HOU
Courtney Lee,"$1,409,040",2011,HOU
DeMarre Carroll,"$1,085,400",2011,HOU
Chase Budinger,"$780,871",2011,HOU
