name,salary,year,team
Elton Brand,"$13,757,844",2009,PHI
Andre Iguodala,"$11,300,000",2009,PHI
Samuel Dalembert,"$11,238,564",2009,PHI
Andre Miller,"$10,333,334",2009,PHI
Reggie Evans,"$4,640,000",2009,PHI
Louis Williams,"$4,500,000",2009,PHI
Willie Green,"$3,388,000",2009,PHI
Thaddeus Young,"$1,968,120",2009,PHI
Marreese Speights,"$1,542,600",2009,PHI
Jason Smith,"$1,326,360",2009,PHI
Donyell Marshall,"$1,262,275",2009,PHI
Theo Ratliff,"$1,262,275",2009,PHI
Kareem Rush,"$926,678",2009,PHI
Royal Ivey,"$854,957",2009,PHI
