name,salary,year,team
Michael Redd,"$15,780,000",2009,MIL
Richard Jefferson,"$13,200,000",2009,MIL
Luke Ridnour,"$6,500,000",2009,MIL
Andrew Bogut,"$6,294,310",2009,MIL
Dan Gadzuric,"$6,250,195",2009,MIL
Damon Jones,"$4,460,186",2009,MIL
Charlie Villanueva,"$3,448,050",2009,MIL
Charlie Bell,"$3,354,480",2009,MIL
Keith Bogans,"$2,565,000",2009,MIL
Joe Alexander,"$2,403,120",2009,MIL
Adrian Griffin,"$1,711,000",2009,MIL
Francisco Elson,"$1,700,000",2009,MIL
Malik Allen,"$1,300,000",2009,MIL
Luc Mbah a Moute,"$757,000",2009,MIL
Ramon Sessions,"$722,517",2009,MIL
Austin Croshere,"$527,185",2009,MIL
Eddie Gill,"$387,613",2009,MIL
