name,salary,year,team
Andrew Bogut,"$12,000,000",2012,MIL
Stephen Jackson,"$9,256,500",2012,MIL
Beno Udrih,"$6,925,400",2012,MIL
Drew Gooden,"$6,226,200",2012,MIL
Luc Mbah a Moute,"$5,000,000",2012,MIL
Mike Dunleavy,"$3,750,000",2012,MIL
Shaun Livingston,"$3,500,000",2012,MIL
Carlos Delfino,"$3,500,000",2012,MIL
Ersan Ilyasova,"$2,541,000",2012,MIL
Brandon Jennings,"$2,493,720",2012,MIL
Larry Sanders,"$1,861,920",2012,MIL
Tobias Harris,"$1,418,160",2012,MIL
Jon Brockman,"$1,000,000",2012,MIL
Jon Leuer,"$473,604",2012,MIL
Darington Hobson,"$245,884",2012,MIL
