name,salary,year,team
Chris Webber,"$19,000,000",2008,PHI
Samuel Dalembert,"$10,250,000",2008,PHI
Andre Miller,"$9,366,666",2008,PHI
Aaron McKie,"$7,000,000",2008,PHI
Reggie Evans,"$4,320,000",2008,PHI
Gordan Giricek,"$4,000,000",2008,PHI
Kevin Ollie,"$3,441,900",2008,PHI
Willie Green,"$3,094,000",2008,PHI
Andre Iguodala,"$2,804,889",2008,PHI
Greg Buckner,"$2,080,000",2008,PHI
Thaddeus Young,"$1,830,720",2008,PHI
Rodney Carney,"$1,547,760",2008,PHI
Jason Smith,"$1,233,840",2008,PHI
Calvin Booth,"$1,103,225",2008,PHI
Shavlik Randolph,"$1,080,000",2008,PHI
Louis Williams,"$770,610",2008,PHI
Louis Amundson,"$687,456",2008,PHI
Herbert Hill,"$427,163",2008,PHI
