name,salary,year,team
Mike Bibby,"$14,983,603",2009,ATL
Joe Johnson,"$14,232,567",2009,ATL
Josh Smith,"$10,000,000",2009,ATL
Speedy Claxton,"$5,757,818",2009,ATL
Marvin Williams,"$5,636,143",2009,ATL
Al Horford,"$4,026,720",2009,ATL
Zaza Pachulia,"$4,000,000",2009,ATL
Maurice Evans,"$2,500,000",2009,ATL
Acie Law,"$2,071,680",2009,ATL
Ronald Murray,"$1,500,000",2009,ATL
Solomon Jones,"$797,581",2009,ATL
Randolph Morris,"$797,581",2009,ATL
Thomas Gardner,"$711,517",2009,ATL
Mario West,"$711,517",2009,ATL
Othello Hunter,"$442,114",2009,ATL
