name,salary,year,team
Vince Carter,"$14,724,125",2009,BRK
Bobby Simmons,"$10,602,667",2009,BRK
Devin Harris,"$7,800,000",2009,BRK
Stromile Swift,"$6,200,000",2009,BRK
Trenton Hassell,"$4,350,000",2009,BRK
Keyon Dooling,"$3,300,000",2009,BRK
Eduardo Najera,"$3,250,000",2009,BRK
Yi Jianlian,"$2,986,080",2009,BRK
Brook Lopez,"$2,098,560",2009,BRK
Jarvis Hayes,"$1,910,000",2009,BRK
Sean Williams,"$1,522,920",2009,BRK
Ryan Anderson,"$1,225,200",2009,BRK
Josh Boone,"$1,212,120",2009,BRK
Maurice Ager,"$1,042,440",2009,BRK
Chris Douglas-Roberts,"$442,411",2009,BRK
