name,salary,year,team
Michael Finley,"$14,609,375",2005,DAL
Dirk Nowitzki,"$12,584,688",2005,DAL
Alan Henderson,"$8,273,125",2005,DAL
Erick Dampier,"$7,700,000",2005,DAL
Jason Terry,"$7,500,000",2005,DAL
Jerry Stackhouse,"$7,437,500",2005,DAL
Tariq Abdul-Wahad,"$6,750,000",2005,DAL
Calvin Booth,"$5,900,700",2005,DAL
Marquis Daniels,"$4,903,000",2005,DAL
Shawn Bradley,"$4,000,000",2005,DAL
Evan Eschmeyer,"$3,407,655",2005,DAL
Devin Harris,"$2,741,880",2005,DAL
Darrell Armstrong,"$2,275,000",2005,DAL
Avery Johnson,"$1,100,000",2005,DAL
Pavel Podkolzin,"$1,061,880",2005,DAL
Josh Howard,"$863,640",2005,DAL
Didier Ilunga-Mbenga,"$800,000",2005,DAL
