name,salary,year,team
Ben Wallace,"$15,500,000",2008,CLE
LeBron James,"$13,041,250",2008,CLE
Wally Szczerbiak,"$12,775,000",2008,CLE
Zydrunas Ilgauskas,"$10,142,156",2008,CLE
Eric Snow,"$6,703,125",2008,CLE
Anderson Varejao,"$5,356,000",2008,CLE
Joe Smith,"$5,200,000",2008,CLE
Sasha Pavlovic,"$4,250,000",2008,CLE
Damon Jones,"$4,172,432",2008,CLE
Delonte West,"$1,889,760",2008,CLE
Devin Brown,"$1,200,000",2008,CLE
Dwayne Jones,"$770,610",2008,CLE
Daniel Gibson,"$687,456",2008,CLE
Kaniel Dickens,"$264,897",2008,CLE
Billy Thomas,"$264,897",2008,CLE
