name,salary,year,team
Theo Ratliff,"$11,666,666",2008,MIN
Antoine Walker,"$8,329,640",2008,MIN
Juwan Howard,"$6,883,800",2008,MIN
Marko Jaric,"$6,050,000",2008,MIN
Troy Hudson,"$5,953,000",2008,MIN
Greg Buckner,"$3,750,000",2008,MIN
Michael Doleac,"$3,120,000",2008,MIN
Eddie Griffin,"$2,900,000",2008,MIN
Randy Foye,"$2,631,840",2008,MIN
Sebastian Telfair,"$2,562,426",2008,MIN
Corey Brewer,"$2,535,720",2008,MIN
Al Jefferson,"$2,480,885",2008,MIN
Mark Madsen,"$2,420,000",2008,MIN
Kirk Snyder,"$2,358,433",2008,MIN
Rashad McCants,"$1,769,160",2008,MIN
Beno Udrih,"$1,747,096",2008,MIN
Ryan Gomes,"$770,610",2008,MIN
Craig Smith,"$687,456",2008,MIN
Chris Richard,"$427,163",2008,MIN
