name,salary,year,team
Bonzi Wells,"$7,000,000",2004,MEM
Lorenzen Wright,"$6,600,000",2004,MEM
Bo Outlaw,"$6,585,000",2004,MEM
Michael Dickerson,"$6,187,500",2004,MEM
Jason Williams,"$6,187,500",2004,MEM
James Posey,"$4,917,000",2004,MEM
Stromile Swift,"$4,592,418",2004,MEM
Pau Gasol,"$3,417,000",2004,MEM
Mike Miller,"$3,380,457",2004,MEM
Shane Battier,"$2,533,440",2004,MEM
Jake Tsakalidis,"$1,580,702",2004,MEM
Earl Watson,"$1,336,500",2004,MEM
Troy Bell,"$1,285,440",2004,MEM
Ryan Humphrey,"$1,143,360",2004,MEM
Dahntay Jones,"$1,063,680",2004,MEM
Theron Smith,"$366,931",2004,MEM
