name,salary,year,team
Gerald Wallace,"$5,525,000",2007,CHO
Brevin Knight,"$4,400,000",2007,CHO
Emeka Okafor,"$4,300,560",2007,CHO
Eric Williams,"$4,296,000",2007,CHO
Adam Morrison,"$3,616,680",2007,CHO
Jeff McInnis,"$3,600,000",2007,CHO
Raymond Felton,"$3,060,840",2007,CHO
Primoz Brezec,"$2,750,000",2007,CHO
Othella Harrington,"$2,200,000",2007,CHO
Jake Voskuhl,"$2,000,000",2007,CHO
Walter Herrmann,"$1,800,000",2007,CHO
Sean May,"$1,740,720",2007,CHO
Matt Carroll,"$1,188,000",2007,CHO
Derek Anderson,"$901,397",2007,CHO
Ryan Hollins,"$412,718",2007,CHO
Alan Anderson,"$102,131",2007,CHO
Kevin Burleson,"$70,000",2007,CHO
