name,salary,year,team
Alonzo Mourning,"$20,629,800",2003,MIA
Eddie Jones,"$11,212,500",2003,MIA
Brian Grant,"$11,027,862",2003,MIA
Anthony Carter,"$3,656,250",2003,MIA
LaPhonso Ellis,"$3,100,000",2003,MIA
Caron Butler,"$1,678,800",2003,MIA
Travis Best,"$1,400,000",2003,MIA
Vladimir Stepania,"$1,350,000",2003,MIA
Eddie House,"$637,435",2003,MIA
Sean Marks,"$612,435",2003,MIA
Malik Allen,"$512,435",2003,MIA
Mike James,"$512,435",2003,MIA
Rasual Butler,"$349,458",2003,MIA
Ken Johnson,"$349,458",2003,MIA
Sean Lampley,"$349,458",2003,MIA
