name,salary,year,team
John Salmons,"$8,083,000",2013,SAC
Marcus Thornton,"$7,525,000",2013,SAC
Chuck Hayes,"$5,486,250",2013,SAC
Tyreke Evans,"$5,251,825",2013,SAC
Jason Thompson,"$5,250,000",2013,SAC
DeMarcus Cousins,"$3,880,800",2013,SAC
Aaron Brooks,"$3,250,000",2013,SAC
Travis Outlaw,"$3,000,000",2013,SAC
James Johnson,"$2,812,006",2013,SAC
Cole Aldrich,"$2,445,480",2013,SAC
Jimmer Fredette,"$2,406,240",2013,SAC
Patrick Patterson,"$2,096,760",2013,SAC
Toney Douglas,"$2,067,880",2013,SAC
Isaiah Thomas,"$762,195",2013,SAC
