name,salary,year,team
Eric Bledsoe,"$13,086,957",2016,PHO
Tyson Chandler,"$13,000,000",2016,PHO
Brandon Knight,"$12,000,000",2016,PHO
Mirza Teletovic,"$5,500,000",2016,PHO
P.J. Tucker,"$5,500,000",2016,PHO
Kris Humphries,"$4,600,000",2016,PHO
Alex Len,"$3,807,120",2016,PHO
Devin Booker,"$2,127,840",2016,PHO
T.J. Warren,"$2,041,080",2016,PHO
DeJuan Blair,"$2,000,000",2016,PHO
Ronnie Price,"$1,499,187",2016,PHO
Archie Goodwin,"$1,160,160",2016,PHO
Jon Leuer,"$1,035,000",2016,PHO
John Jenkins,"$981,000",2016,PHO
Cory Jefferson,"$421,449",2016,PHO
Chase Budinger,"$258,082",2016,PHO
Bryce Cotton,"$228,663",2016,PHO
Alan Williams,"$114,285",2016,PHO
Phil Pressey,"$111,444",2016,PHO
Lorenzo Brown,"$111,444",2016,PHO
Jordan McRae,"$61,776",2016,PHO
Orlando Johnson,"$55,722",2016,PHO
