name,salary,year,team
Allan Houston,"$14,343,750",2003,NYK
Antonio McDyess,"$12,600,000",2003,NYK
Latrell Sprewell,"$12,375,000",2003,NYK
Larry Johnson,"$9,610,714",2003,NYK
Luc Longley,"$6,900,000",2003,NYK
Shandon Anderson,"$6,100,000",2003,NYK
Charlie Ward,"$5,570,000",2003,NYK
Howard Eisley,"$5,312,500",2003,NYK
Clarence Weatherspoon,"$4,991,800",2003,NYK
Kurt Thomas,"$4,903,750",2003,NYK
Travis Knight,"$4,000,000",2003,NYK
Othella Harrington,"$2,700,000",2003,NYK
Michael Doleac,"$1,400,000",2003,NYK
Frank Williams,"$832,560",2003,NYK
Mark Pope,"$637,435",2003,NYK
Lee Nailon,"$587,435",2003,NYK
Lavor Postell,"$587,435",2003,NYK
