name,salary,year,team
Carlos Boozer,"$10,967,500",2005,UTA
Mehmet Okur,"$7,500,000",2005,UTA
Matt Harpring,"$4,690,000",2005,UTA
Carlos Arroyo,"$4,000,000",2005,UTA
Gordan Giricek,"$4,000,000",2005,UTA
Jarron Collins,"$1,700,000",2005,UTA
Andrei Kirilenko,"$1,671,694",2005,UTA
Kris Humphries,"$1,481,400",2005,UTA
Kirk Snyder,"$1,336,920",2005,UTA
Raja Bell,"$1,320,000",2005,UTA
Curtis Borchardt,"$1,280,880",2005,UTA
Howard Eisley,"$1,100,000",2005,UTA
Raul Lopez,"$997,320",2005,UTA
Keith McLeod,"$750,000",2005,UTA
Aleksandar Radojevic,"$720,046",2005,UTA
