name,salary,year,team
Kevin Durant,"$20,158,622",2016,OKC
Russell Westbrook,"$16,744,218",2016,OKC
Enes Kanter,"$16,400,000",2016,OKC
Serge Ibaka,"$12,350,000",2016,OKC
Dion Waiters,"$5,138,430",2016,OKC
Kyle Singler,"$5,000,000",2016,OKC
Nick Collison,"$3,750,000",2016,OKC
Anthony Morrow,"$3,344,000",2016,OKC
Randy Foye,"$3,270,000",2016,OKC
Steven Adams,"$2,279,040",2016,OKC
Cameron Payne,"$2,021,520",2016,OKC
Mitch McGary,"$1,463,040",2016,OKC
Andre Roberson,"$1,210,800",2016,OKC
Josh Huestis,"$1,140,240",2016,OKC
Nazr Mohammed,"$352,750",2016,OKC
