name,salary,year,team
Zach Randolph,"$12,000,000",2007,POR
Raef LaFrentz,"$11,532,037",2007,POR
Derek Anderson,"$9,742,500",2007,POR
Jamaal Magloire,"$8,433,334",2007,POR
Darius Miles,"$7,750,000",2007,POR
Joel Przybilla,"$5,215,000",2007,POR
LaMarcus Aldridge,"$4,027,320",2007,POR
Fred Jones,"$3,100,000",2007,POR
Martell Webster,"$2,780,160",2007,POR
Dan Dickau,"$2,753,218",2007,POR
Brandon Roy,"$2,681,880",2007,POR
Travis Outlaw,"$1,836,426",2007,POR
Jarrett Jack,"$1,137,960",2007,POR
Sergio Rodriguez,"$912,000",2007,POR
Ime Udoka,"$744,551",2007,POR
Stephen Graham,"$259,204",2007,POR
Jeremy Richardson,"$120,796",2007,POR
