name,salary,year,team
Jermaine O'Neal,"$21,372,000",2009,MIA
Dwyane Wade,"$14,410,581",2009,MIA
Mark Blount,"$8,513,916",2009,MIA
Udonis Haslem,"$6,575,000",2009,MIA
Michael Beasley,"$4,314,960",2009,MIA
James Jones,"$4,010,000",2009,MIA
Dorell Wright,"$2,612,835",2009,MIA
Smush Parker,"$1,660,000",2009,MIA
Daequan Cook,"$1,273,200",2009,MIA
Jamaal Magloire,"$1,141,838",2009,MIA
Chris Quinn,"$972,581",2009,MIA
Yakhouba Diawara,"$875,000",2009,MIA
Joel Anthony,"$711,517",2009,MIA
Jamario Moon,"$711,517",2009,MIA
Mario Chalmers,"$700,000",2009,MIA
Jason Richards,"$442,114",2009,MIA
