name,salary,year,team
Rudy Gay,"$16,460,538",2013,TOR
Andrea Bargnani,"$10,000,000",2013,TOR
Landry Fields,"$6,250,000",2013,TOR
Amir Johnson,"$6,000,000",2013,TOR
Kyle Lowry,"$5,750,000",2013,TOR
Linas Kleiza,"$4,600,000",2013,TOR
Jonas Valanciunas,"$3,627,720",2013,TOR
DeMar DeRozan,"$3,344,250",2013,TOR
Aaron Gray,"$2,575,000",2013,TOR
Terrence Ross,"$2,563,320",2013,TOR
Sebastian Telfair,"$1,567,500",2013,TOR
John Lucas,"$1,500,000",2013,TOR
Mickael Pietrus,"$1,005,097",2013,TOR
Alan Anderson,"$885,120",2013,TOR
Quincy Acy,"$665,000",2013,TOR
Dominic McGuire,"$181,018",2013,TOR
