name,salary,year,team
Monta Ellis,"$11,000,000",2010,GSW
Andris Biedrins,"$9,000,000",2010,GSW
Corey Maggette,"$8,937,931",2010,GSW
Vladimir Radmanovic,"$6,466,600",2010,GSW
Raja Bell,"$5,250,000",2010,GSW
Speedy Claxton,"$5,209,454",2010,GSW
Ronny Turiaf,"$4,140,000",2010,GSW
Kelenna Azubuike,"$3,132,000",2010,GSW
Stephen Curry,"$2,710,560",2010,GSW
Brandan Wright,"$2,671,440",2010,GSW
Anthony Randolph,"$1,837,560",2010,GSW
Devean George,"$1,600,000",2010,GSW
C.J. Watson,"$1,000,497",2010,GSW
Anthony Morrow,"$736,420",2010,GSW
Chris Hunter,"$632,455",2010,GSW
Mikki Moore,"$537,952",2010,GSW
Anthony Tolliver,"$359,546",2010,GSW
Cartier Martin,"$86,638",2010,GSW
Coby Karl,"$43,319",2010,GSW
