name,salary,year,team
Ben Wallace,"$14,500,000",2009,CLE
LeBron James,"$14,410,581",2009,CLE
Wally Szczerbiak,"$13,775,000",2009,CLE
Zydrunas Ilgauskas,"$10,841,615",2009,CLE
Mo Williams,"$8,353,000",2009,CLE
Eric Snow,"$7,312,500",2009,CLE
Anderson Varejao,"$5,784,480",2009,CLE
Sasha Pavlovic,"$4,500,000",2009,CLE
Delonte West,"$3,850,000",2009,CLE
Daniel Gibson,"$3,700,000",2009,CLE
J.J. Hickson,"$1,329,480",2009,CLE
Lorenzen Wright,"$1,262,275",2009,CLE
Tarence Kinsey,"$797,581",2009,CLE
Darnell Jackson,"$450,000",2009,CLE
Jawad Williams,"$244,463",2009,CLE
Trey Johnson,"$187,258",2009,CLE
