name,salary,year,team
Allen Iverson,"$14,625,000",2005,PHI
Glenn Robinson,"$12,071,250",2005,PHI
Kenny Thomas,"$6,000,000",2005,PHI
Todd MacCulloch,"$5,899,400",2005,PHI
Aaron McKie,"$5,500,000",2005,PHI
Corliss Williamson,"$5,500,000",2005,PHI
Brian Skinner,"$4,500,000",2005,PHI
Marc Jackson,"$4,225,000",2005,PHI
Kevin Ollie,"$2,704,350",2005,PHI
Kedrick Brown,"$2,332,388",2005,PHI
Andre Iguodala,"$1,914,480",2005,PHI
Greg Buckner,"$1,777,778",2005,PHI
Samuel Dalembert,"$1,599,549",2005,PHI
John Salmons,"$925,680",2005,PHI
Josh Davis,"$620,046",2005,PHI
Willie Green,"$620,046",2005,PHI
Kyle Korver,"$620,046",2005,PHI
Efthimi Rentzias,"$516,865",2005,PHI
