name,salary,year,team
LeBron James,"$22,971,000",2016,CLE
Kevin Love,"$19,500,000",2016,CLE
Kyrie Irving,"$14,746,000",2016,CLE
Tristan Thompson,"$14,260,870",2016,CLE
Iman Shumpert,"$9,000,000",2016,CLE
Channing Frye,"$7,807,579",2016,CLE
J.R. Smith,"$5,000,000",2016,CLE
Timofey Mozgov,"$4,950,000",2016,CLE
Mo Williams,"$2,100,000",2016,CLE
James Jones,"$1,499,000",2016,CLE
Richard Jefferson,"$1,499,000",2016,CLE
Sasha Kaun,"$1,300,000",2016,CLE
Matthew Dellavedova,"$1,147,280",2016,CLE
Jordan McRae,"$172,972",2016,CLE
Dahntay Jones,"$8,819",2016,CLE
