name,salary,year,team
Ray Allen,"$13,223,140",2006,OKC
Rashard Lewis,"$8,571,429",2006,OKC
Danny Fortson,"$6,207,670",2006,OKC
Vitaly Potapenko,"$3,320,000",2006,OKC
Vladimir Radmanovic,"$3,166,155",2006,OKC
Damien Wilkins,"$2,500,000",2006,OKC
Nick Collison,"$1,815,000",2006,OKC
Robert Swift,"$1,764,480",2006,OKC
Ibo Kutluay,"$1,760,000",2006,OKC
Luke Ridnour,"$1,638,000",2006,OKC
Reggie Evans,"$1,100,000",2006,OKC
Rick Brunson,"$1,029,873",2006,OKC
Mikki Moore,"$1,020,000",2006,OKC
Johan Petro,"$936,600",2006,OKC
Ronald Murray,"$895,248",2006,OKC
Mateen Cleaves,"$305,784",2006,OKC
