name,salary,year,team
Al Jefferson,"$13,500,000",2014,CHO
Ben Gordon,"$13,200,000",2014,CHO
Gerald Henderson,"$6,000,000",2014,CHO
Ramon Sessions,"$5,000,000",2014,CHO
Michael Kidd-Gilchrist,"$4,809,840",2014,CHO
Cody Zeller,"$3,857,040",2014,CHO
Bismack Biyombo,"$3,049,920",2014,CHO
Josh McRoberts,"$2,652,000",2014,CHO
Kemba Walker,"$2,568,360",2014,CHO
Brendan Haywood,"$2,050,000",2014,CHO
Jannero Pargo,"$1,399,507",2014,CHO
Anthony Tolliver,"$1,027,424",2014,CHO
Jeff Adrien,"$916,099",2014,CHO
Jeff Taylor,"$788,872",2014,CHO
