name,salary,year,team
Reggie Miller,"$12,045,075",2002,IND
Jalen Rose,"$10,865,250",2002,IND
Jermaine O'Neal,"$6,325,000",2002,IND
Austin Croshere,"$6,310,000",2002,IND
Derrick McKey,"$6,000,000",2002,IND
Travis Best,"$3,375,000",2002,IND
Jonathan Bender,"$2,546,760",2002,IND
Al Harrington,"$1,436,982",2002,IND
Jeff Foster,"$986,400",2002,IND
Carlos Rogers,"$778,350",2002,IND
Primoz Brezec,"$749,160",2002,IND
Jamaal Tinsley,"$749,160",2002,IND
Bruno Sundov,"$565,850",2002,IND
Jamison Brewer,"$332,817",2002,IND
Norm Richardson,"$332,817",2002,IND
