name,salary,year,team
Al Jefferson,"$13,666,667",2015,CHO
Tyrus Thomas,"$9,388,000",2015,CHO
Lance Stephenson,"$9,000,000",2015,CHO
Marvin Williams,"$7,000,000",2015,CHO
Gerald Henderson,"$6,000,000",2015,CHO
Michael Kidd-Gilchrist,"$5,016,960",2015,CHO
Cody Zeller,"$4,030,560",2015,CHO
Bismack Biyombo,"$3,873,398",2015,CHO
Mo Williams,"$3,750,000",2015,CHO
Kemba Walker,"$3,272,091",2015,CHO
Brian Roberts,"$2,732,000",2015,CHO
Noah Vonleh,"$2,524,200",2015,CHO
Jannero Pargo,"$1,448,490",2015,CHO
Jason Maxiell,"$1,316,809",2015,CHO
P.J. Hairston,"$1,149,720",2015,CHO
Jeffery Taylor,"$915,243",2015,CHO
Troy Daniels,"$816,482",2015,CHO
Elliot Williams,"$53,838",2015,CHO
