name,salary,year,team
Eddie Jones,"$14,576,250",2006,MEM
Pau Gasol,"$10,993,000",2006,MEM
Lorenzen Wright,"$7,700,000",2006,MEM
Mike Miller,"$6,750,000",2006,MEM
Brian Cardinal,"$5,393,300",2006,MEM
Shane Battier,"$4,903,000",2006,MEM
Damon Stoudamire,"$3,750,000",2006,MEM
Bobby Jackson,"$3,375,000",2006,MEM
Jake Tsakalidis,"$2,900,000",2006,MEM
Raul Lopez,"$1,744,313",2006,MEM
Troy Bell,"$1,478,280",2006,MEM
Dahntay Jones,"$1,223,160",2006,MEM
Hakim Warrick,"$1,196,520",2006,MEM
Antonio Burks,"$641,748",2006,MEM
Anthony Roberson,"$398,762",2006,MEM
Lawrence Roberts,"$398,762",2006,MEM
John Thomas,"$103,443",2006,MEM
