name,salary,year,team
Michael Redd,"$13,260,000",2007,MIL
Bobby Simmons,"$8,640,000",2007,MIL
Ruben Patterson,"$6,807,000",2007,MIL
Calvin Booth,"$6,629,891",2007,MIL
Brian Skinner,"$5,400,000",2007,MIL
Dan Gadzuric,"$5,252,065",2007,MIL
Andrew Bogut,"$4,665,960",2007,MIL
Earl Boykins,"$2,950,000",2007,MIL
Charlie Villanueva,"$2,537,880",2007,MIL
Mo Williams,"$1,920,000",2007,MIL
Julius Hodge,"$1,234,800",2007,MIL
Charlie Bell,"$744,551",2007,MIL
Ha Seung-Jin,"$744,551",2007,MIL
Lynn Greer,"$664,209",2007,MIL
Ersan Ilyasova,"$664,209",2007,MIL
Damir Markota,"$412,718",2007,MIL
David Noel,"$412,718",2007,MIL
Jared Reiner,"$396,905",2007,MIL
Chris McCray,"$161,061",2007,MIL
