name,salary,year,team
Jalen Rose,"$14,487,000",2005,TOR
Alvin Williams,"$5,850,000",2005,TOR
Alonzo Mourning,"$5,408,700",2005,TOR
Donyell Marshall,"$5,023,850",2005,TOR
Lamond Murray,"$4,875,000",2005,TOR
Morris Peterson,"$4,400,000",2005,TOR
Aaron Williams,"$3,790,257",2005,TOR
Eric Williams,"$3,580,000",2005,TOR
Rafer Alston,"$3,500,000",2005,TOR
Chris Bosh,"$3,129,720",2005,TOR
Rafael Araujo,"$2,082,720",2005,TOR
Jerome Moiso,"$1,760,000",2005,TOR
Nate Huffman,"$1,280,000",2005,TOR
Milt Palacio,"$807,546",2005,TOR
Loren Woods,"$755,000",2005,TOR
Matt Bonner,"$385,277",2005,TOR
Pape Sow,"$385,277",2005,TOR
Roger Mason,"$203,428",2005,TOR
