name,salary,year,team
Tim Duncan,"$22,183,220",2010,SAS
Richard Jefferson,"$14,200,000",2010,SAS
Tony Parker,"$12,600,000",2010,SAS
Manu Ginobili,"$10,728,130",2010,SAS
Antonio McDyess,"$4,500,000",2010,SAS
Roger Mason,"$3,780,000",2010,SAS
Matt Bonner,"$3,240,380",2010,SAS
Michael Finley,"$2,500,000",2010,SAS
George Hill,"$1,081,680",2010,SAS
Ian Mahinmi,"$1,079,640",2010,SAS
Keith Bogans,"$1,033,342",2010,SAS
DeJuan Blair,"$850,000",2010,SAS
Marcus Haislip,"$825,497",2010,SAS
Malik Hairston,"$736,420",2010,SAS
