name,salary,year,team
Allen Iverson,"$13,500,000",2004,PHI
Glenn Robinson,"$10,730,000",2004,PHI
Kenny Thomas,"$5,500,000",2004,PHI
Todd MacCulloch,"$5,445,600",2004,PHI
Aaron McKie,"$5,000,000",2004,PHI
Eric Snow,"$4,500,000",2004,PHI
Derrick Coleman,"$4,000,000",2004,PHI
Marc Jackson,"$3,900,000",2004,PHI
Greg Buckner,"$2,640,000",2004,PHI
Efthimi Rentzias,"$971,160",2004,PHI
Samuel Dalembert,"$887,160",2004,PHI
John Salmons,"$865,320",2004,PHI
Amal McCaskill,"$688,679",2004,PHI
Sam Clancy,"$563,679",2004,PHI
Zendon Hamilton,"$485,619",2004,PHI
Willie Green,"$366,931",2004,PHI
Kyle Korver,"$366,931",2004,PHI
