name,salary,year,team
Greg Ostertag,"$8,666,666",2004,UTA
Glen Rice,"$6,815,000",2004,UTA
Keon Clark,"$5,000,600",2004,UTA
Matt Harpring,"$4,290,000",2004,UTA
DeShawn Stevenson,"$1,616,087",2004,UTA
Jarron Collins,"$1,250,000",2004,UTA
Curtis Borchardt,"$1,187,240",2004,UTA
Sasha Pavlovic,"$1,107,960",2004,UTA
Andrei Kirilenko,"$955,800",2004,UTA
Carlos Arroyo,"$800,000",2004,UTA
Raja Bell,"$688,679",2004,UTA
Michael Ruffin,"$663,679",2004,UTA
Raul Lopez,"$621,520",2004,UTA
Ben Handlogten,"$366,931",2004,UTA
Mo Williams,"$366,931",2004,UTA
Paul Grant,"$350,581",2004,UTA
