name,salary,year,team
Antoine Walker,"$11,250,000",2002,BOS
Kenny Anderson,"$8,350,000",2002,BOS
Vitaly Potapenko,"$4,762,500",2002,BOS
Eric Williams,"$4,448,000",2002,BOS
Tony Battie,"$3,600,000",2002,BOS
Walter McCarty,"$3,125,000",2002,BOS
Randy Brown,"$2,475,000",2002,BOS
Paul Pierce,"$2,051,271",2002,BOS
Joe Johnson,"$1,608,840",2002,BOS
Kedrick Brown,"$1,528,440",2002,BOS
Roshown McLeod,"$1,509,001",2002,BOS
Joseph Forte,"$939,360",2002,BOS
Milt Palacio,"$690,000",2002,BOS
Erick Strickland,"$637,415",2002,BOS
Mark Blount,"$540,850",2002,BOS
